original_text,text,label
Superstar Akshay Kumar & Superstar Rajinikant Fans Hit Like.. Support All The Version,superstar akshay kumar & superstar rajinikant fans hit like.. support all the version,Mixed_feelings
Omg omg. Mind-blowing. Awesome. Enaku solla varthee varala. Avloo super..,omg omg. mind-blowing. awesome. enaku solla varthee varala. avloo super..,Negative
Mokka ah irukkum nu confirn pannittenga,mokka ah irukkum nu confirn pannittenga,Positive
Enna Da Bomma padam maathiri irukuthu,enna da bomma padam maathiri irukuthu,Positive
Sema  Tamil cinema Into a Next level,sema tamil cinema into a next level,Mixed_feelings
concrete suvara odachittu pora alavu entha companyda mobile vachirukanga? enaku oru mobile venum...,concrete suvara odachittu pora alavu entha companyda mobile vachirukanga? enaku oru mobile venum...,Mixed_feelings
Irungada !! Nalla rewind panni pathukuren !!!! Ethe pakanumnu terle ..beyond words !!!!!,irungada !! nalla rewind panni pathukuren !!!! ethe pakanumnu terle ..beyond words !!!!!,Negative
The long wait is over. Thalaivaaaaaa! !,the long wait is over. thalaivaaaaaa! !,Negative
Vera level... Thalaivar AR rahman,vera level... thalaivar ar rahman,Positive
virtual reality la uta naangalum veetlayey 3d la papom la !!!!!!!!,virtual reality la uta naangalum veetlayey 3d la papom la !!!!!!!!,Negative
"Waiting to see this on screen fdfs but thalaivar padatha enaiku fdfs olunga paakurathuku, but enna aanalum naan paapen","waiting to see this on screen fdfs but thalaivar padatha enaiku fdfs olunga paakurathuku, but enna aanalum naan paapen",Negative
Akshay kumar voice kevalama iruku tamil version la,akshay kumar voice kevalama iruku tamil version la,Mixed_feelings
Anyone here after zero,anyone here after zero,Mixed_feelings
Vera level da daiiiiiii... Marana mass....,vera level da daiiiiiii... marana mass....,Negative
Wow....... Ak is looking.... Very dangerous.... ...,wow....... ak is looking.... very dangerous.... ...,Negative
Ek building aur ek field..pe hi puri film dikha diya..lol,ek building aur ek field..pe hi puri film dikha diya..lol,Negative
RIP Baahubali 2000 CRORE movie loading ............2⃣.0⃣,rip baahubali 2000 crore movie loading ............2⃣.0⃣,Negative
Super star fans hit like here,super star fans hit like here,Negative
Super star Rajini fans hit like,super star rajini fans hit like,Negative
Sema look VFXvara lavel  iam thalapathi veryan,sema look vfxvara lavel iam thalapathi veryan,Negative
Indiaka hi nahi world kabhi Record brock hone wala h Like karo jo jo aisa chahta h,indiaka hi nahi world kabhi record brock hone wala h like karo jo jo aisa chahta h,Negative
Wonderful movie akshay Kumar fans like here,wonderful movie akshay kumar fans like here,Negative
2.01 akshay kumar fans hit like.,2.01 akshay kumar fans hit like.,Negative
Ye kya raita bana diya bhai..  isse achha animation movie bana dete,ye kya raita bana diya bhai.. isse achha animation movie bana dete,Negative
Rajini ah vida akshay mass ah irukane,rajini ah vida akshay mass ah irukane,Negative
"Sankar sir, padam trailer mathiri illama irunthaa sari....","sankar sir, padam trailer mathiri illama irunthaa sari....",Positive
Vfx ah paaaru daa  SUPERSTAR,vfx ah paaaru daa superstar,Negative
Antha kaalaththu Taiwan video games maathiri irukku.. kodumai,antha kaalaththu taiwan video games maathiri irukku.. kodumai,Negative
Last Battle feels like Power Rangers SPD.,last battle feels like power rangers spd.,Negative
Crt time la vidama yenya ippadi panringa,crt time la vidama yenya ippadi panringa,Negative
Semmaa maasss.  Shankar proud of tamil .,semmaa maasss. shankar proud of tamil .,Positive
Troll Pananlam nu vantha... Content'e Kidaikalaye paaa....  Awesome By Today Trending Team,troll pananlam nu vantha... content'e kidaikalaye paaa.... awesome by today trending team,not-Tamil
Kanna Rajini rage Innum paakalaye....IPpo paarunga,kanna rajini rage innum paakalaye....ippo paarunga,Negative
Vera levellllllllllllll all the best shankar sir ur a legend,vera levellllllllllllll all the best shankar sir ur a legend,Negative
Silirkavachutinga thalaiva  Vera level thalaiva.... great job Sankar sir ...,silirkavachutinga thalaiva vera level thalaiva.... great job sankar sir ...,Positive
Woowww  Teaser'ah pathutu katharana haters'ku elaruku RIP,woowww teaser'ah pathutu katharana haters'ku elaruku rip,Negative
Indian tamil film next level poga podhu,indian tamil film next level poga podhu,Mixed_feelings
Thalapathy vijay fans ...here ..hit like ...nanba nanbigal,thalapathy vijay fans ...here ..hit like ...nanba nanbigal,Mixed_feelings
Teaser pakumbodhu mokkaiya iruku nenachu ******trailer vera level,teaser pakumbodhu mokkaiya iruku nenachu ******trailer vera level,Mixed_feelings
Namma tamil cinema vooda getha kattanum,namma tamil cinema vooda getha kattanum,Mixed_feelings
Comments pakka vandha nanba nanbi gal like pannitu pooga   Trailar supper,comments pakka vandha nanba nanbi gal like pannitu pooga trailar supper,Negative
Pride of Indian Cinema Superstar Rajinikanth🤘,pride of indian cinema superstar rajinikanth🤘,Mixed_feelings
Don’t forget to kill the like button 🤩🤩🤩🤩🤩,don’t forget to kill the like button 🤩🤩🤩🤩🤩,Negative
wah Bhaii Wahhh Akshay Sir,wah bhaii wahhh akshay sir,not-Tamil
Super star fans hit like  waiting,super star fans hit like waiting,Negative
dai romba comedy aa iruku... pavam lyca 500 Kodi ya...,dai romba comedy aa iruku... pavam lyca 500 kodi ya...,Mixed_feelings
Shankar g Hollywood level padam edukuringa ana logic yenga,shankar g hollywood level padam edukuringa ana logic yenga,Positive
Dei..ennada graphics idhu..sakthiman maari pesran akshay kumar,dei..ennada graphics idhu..sakthiman maari pesran akshay kumar,Mixed_feelings
This  is some awesome bgmmmmFeela like world is in real danger,this is some awesome bgmmmmfeela like world is in real danger,not-Tamil
Vfx pathi ippo pesungada Hollywood sambranigala,vfx pathi ippo pesungada hollywood sambranigala,Negative
Tamil cinema is hai fai NOW,tamil cinema is hai fai now,Negative
Wow vera level thank u sankar sir,wow vera level thank u sankar sir,Positive
Super Star fans hit liks.... Vera Level....,super star fans hit liks.... vera level....,Positive
Kya ye movie hindi m aayegi...,kya ye movie hindi m aayegi...,not-Tamil
Ithanda nijamana verithanam.. Vijay fans lam oram po,ithanda nijamana verithanam.. vijay fans lam oram po,Positive
Kolla massss . . Namaku thevaiyanadhu namba dhan adichu vaganum  Vera level thalivaa,kolla massss . . namaku thevaiyanadhu namba dhan adichu vaganum vera level thalivaa,Negative
"Vettu kuthu thavirthu vera mathiri story varadha, vetrimaaran., Ketta vartha illadha varaikum happy..,","vettu kuthu thavirthu vera mathiri story varadha, vetrimaaran., ketta vartha illadha varaikum happy..,",Positive
Ratho dha sauce Mari irukku mathapadi trailer Vera lvl,ratho dha sauce mari irukku mathapadi trailer vera lvl,Positive
Danush + vetrimaaran = super hit movie,danush + vetrimaaran = super hit movie,Positive
kolaveri thoondugira padam edhukku edukaran? ivan kasu parthuduvan; mathavan vettikittu savanunga. Pannadaigal!,kolaveri thoondugira padam edhukku edukaran? ivan kasu parthuduvan; mathavan vettikittu savanunga. pannadaigal!,Mixed_feelings
Etho onnu miss aguthu pa... etho onnu,etho onnu miss aguthu pa... etho onnu,Negative
THE BEST COMBO IN KOLLYWOOD.... DHANUSH-VETRIMARAN-GV PRAKASH,the best combo in kollywood.... dhanush-vetrimaran-gv prakash,Positive
Namma ooru screen LA semaya irukku,namma ooru screen la semaya irukku,Positive
Bgm viswasam movie odathu mathiri iruke...  Athula fast uh irukaratha ithula gvp slow panni potrukan,bgm viswasam movie odathu mathiri iruke... athula fast uh irukaratha ithula gvp slow panni potrukan,Negative
0:30 Dunkirk music copy adichirukkan GV Prakash,0:30 dunkirk music copy adichirukkan gv prakash,Negative
Movie booking pananu think panavaga like panuga,movie booking pananu think panavaga like panuga,Positive
Looks like superstar thalaivar at 0:23,looks like superstar thalaivar at 0:23,Mixed_feelings
Wrong casting manju warrier.danush sir.....bad casting,wrong casting manju warrier.danush sir.....bad casting,Positive
"Yov teejay, gowtham menon range ku album pannitu indha kamunattinga kita matikitaye da🤣🤣🤣","yov teejay, gowtham menon range ku album pannitu indha kamunattinga kita matikitaye da🤣🤣🤣",Negative
Asuran movie vetri pera congratulation to thala fans,asuran movie vetri pera congratulation to thala fans,Positive
Paraiyanaaagaa piranthathil perumai kolkirann . Enga ananaa Jai kka Evan daa irukkan,paraiyanaaagaa piranthathil perumai kolkirann . enga ananaa jai kka evan daa irukkan,Negative
Ootha antha oscar ah yeduthuttu vandhu asuran- kaala vaiyungaadaaaa,ootha antha oscar ah yeduthuttu vandhu asuran- kaala vaiyungaadaaaa,Positive
Idhulayum jaadhi ya kondu vandhuteengala da Thu,idhulayum jaadhi ya kondu vandhuteengala da thu,Mixed_feelings
Am thalapathy veriyan  Anna asuranuku marana waiting,am thalapathy veriyan anna asuranuku marana waiting,Positive
Mirandutan da dei. Vera level bgm,mirandutan da dei. vera level bgm,Positive
Veralevel performer Dhanush sir,veralevel performer dhanush sir,Positive
konjam fast ah play panuna kaththi theme music mathiri irukuthu indha bgm. enaku matum than apdi thonudha ?,konjam fast ah play panuna kaththi theme music mathiri irukuthu indha bgm. enaku matum than apdi thonudha ?,Negative
Manju looks like Kanmadham character 🤯,manju looks like kanmadham character 🤯,Negative
Namma kita kaadu iruntha eduthukidu vanunga  Rooba iruntha pudingi kuvanuva  Namma kitta irunthu PADIPPA maatum avangalala eduka mudiyathu chithambaraov,namma kita kaadu iruntha eduthukidu vanunga rooba iruntha pudingi kuvanuva namma kitta irunthu padippa maatum avangalala eduka mudiyathu chithambaraov,Positive
I m waiting for u Thalaiva va sekrama screen la va Thalaiva dhanush,i m waiting for u thalaiva va sekrama screen la va thalaiva dhanush,Positive
Nadigar dhanush mass... I am waiting,nadigar dhanush mass... i am waiting,Positive
Vetrimaaran+gv+dhanush anna vera level combo nu marubadiyum prove pannitanga,vetrimaaran+gv+dhanush anna vera level combo nu marubadiyum prove pannitanga,Positive
SaNa ah Irunthuruntha Vera Level la BGM Irunthurukum!!!,sana ah irunthuruntha vera level la bgm irunthurukum!!!,unknown_state
Padippu irutntha evanalyum onnum pudunga mudiyathu mass.,padippu irutntha evanalyum onnum pudunga mudiyathu mass.,Positive
Ennpa G.V Nkp Bgm Manasula Vanthutu pokuthu,ennpa g.v nkp bgm manasula vanthutu pokuthu,Positive
Apo Ennai Nokki Payum thotta 🤔🤔🤔,apo ennai nokki payum thotta 🤔🤔🤔,Positive
National award varanum naa like pannuka,national award varanum naa like pannuka,Positive
1.5M views in 60min அம்மோவ்,1.5m views in 60min அம்மோவ்,Positive
I am waiting mar an sir,i am waiting mar an sir,Positive
Indha cinemaavukkaaha sollala sinna paya makkaa.. SINDHIYUNGAL Andha oruvandhaanda Seeman...adha payan padithikka solraangha puriyudhaa....thamizha?,indha cinemaavukkaaha sollala sinna paya makkaa.. sindhiyungal andha oruvandhaanda seeman...adha payan padithikka solraangha puriyudhaa....thamizha?,Negative
Elam ok pa   Sneha enga?,elam ok pa sneha enga?,Negative
Vetrimaran sir plzz vijay & surya vechi padam pannunga,vetrimaran sir plzz vijay & surya vechi padam pannunga,Positive
Ilaiya super star Dhanush mass fli film..... Asuran coming an meratal in Tamil nadu....,ilaiya super star dhanush mass fli film..... asuran coming an meratal in tamil nadu....,Positive
"Ennangada ithu viswasam bgm kekuthu, 🤔🤔","ennangada ithu viswasam bgm kekuthu, 🤔🤔",Negative
Sa Na kita koduthurukalam.gv thaan acting la pooitarula   . Dear vm pls give sana dhanush combo .,sa na kita koduthurukalam.gv thaan acting la pooitarula . dear vm pls give sana dhanush combo .,Negative
Super but 5.2K haters mental pu.....,super but 5.2k haters mental pu.....,Negative
Nejamavae sema trailer..... Dhanush--vetrimaaran....... Kalaiyum kaviyum vivasayathin paguthi  puthumai padappu... Asuran....,nejamavae sema trailer..... dhanush--vetrimaaran....... kalaiyum kaviyum vivasayathin paguthi puthumai padappu... asuran....,Positive
Keel jaadhi mel jaadhi fight asusual,keel jaadhi mel jaadhi fight asusual,Negative
Song than nkp la ketta maari irukku,song than nkp la ketta maari irukku,Negative
Asurathanamaana acting padathula paatha apram varavanga mattum like pannunga pa Vera level verithanam nanpa 🤩🤩🤩,asurathanamaana acting padathula paatha apram varavanga mattum like pannunga pa vera level verithanam nanpa 🤩🤩🤩,Positive
Trending la vantha mass ah erukum,trending la vantha mass ah erukum,Positive
DHANUSH vera level performance in ASURAN.....,dhanush vera level performance in asuran.....,Positive
waiting vadachennai 2 ku next project start pannunga romba aaval la irukku,waiting vadachennai 2 ku next project start pannunga romba aaval la irukku,Positive
Our Lady Super Star  Manju Warrier,our lady super star manju warrier,Positive
Kv anandh sir surya sir fan sangada paduvanganu ninainga... Kappan trailer than soona sir,kv anandh sir surya sir fan sangada paduvanganu ninainga... kappan trailer than soona sir,Mixed_feelings
Dhanush  Vishal Jayamravi   Lov from kerala,dhanush vishal jayamravi lov from kerala,Positive
Dhanush's Swag Just Awseome .. Nammaku thevaiyanathu naamatha aaduchu vaanganum ..,dhanush's swag just awseome .. nammaku thevaiyanathu naamatha aaduchu vaanganum ..,Positive
"Pwoli pwolii . Dhanush, vetrimaaran, Manju warrier 🤘","pwoli pwolii . dhanush, vetrimaaran, manju warrier 🤘",Positive
Verithanam... paaahhhh.....polladhavan aadukalam vada Chennai ah vida payangarama iruku.... BGM.. paaahhhh,verithanam... paaahhhh.....polladhavan aadukalam vada chennai ah vida payangarama iruku.... bgm.. paaahhhh,Positive
Vetri anna ungla la matum than enga dhanush anna va vera vera dimetiontionla katta mudiyum realy hat's of anna,vetri anna ungla la matum than enga dhanush anna va vera vera dimetiontionla katta mudiyum realy hat's of anna,Positive
"Dai enada ithu thaarumara irukku, Vetrimaran Dhanush once again proved.","dai enada ithu thaarumara irukku, vetrimaran dhanush once again proved.",Positive
Aasuran based on novel named vekkai by poomani.,aasuran based on novel named vekkai by poomani.,Mixed_feelings
Intha kaapan fans Inga vanthu comedy pannitu irukanga 🤦,intha kaapan fans inga vanthu comedy pannitu irukanga 🤦,Mixed_feelings
Vetri ne dhanusha pudiche thongitu iru....,vetri ne dhanusha pudiche thongitu iru....,Positive
0.42 @viswasam theme music Mari feel pannuvanga like pannunga  Bgm ratchasan and viswasam rendu collaborate panna Mari iruku,0.42 theme music mari feel pannuvanga like pannunga bgm ratchasan and viswasam rendu collaborate panna mari iruku,Negative
